team,year,region,seed,play-in,rd_1,rd_2,rd_3,rd_4,rd_5,rd_6,TPPG,TPPG_last3,FGPG,FGPG_last3,FTAPG,FTAPG_last3,FTMPP,FTMPP_last3,ORP,ORP_last3,ORPG,ORPG_last3,DRP,DRP_last3,DRPG,DRPG_last3,APG,APG_last3,FPG,FPG_last3,ASM,ASM_last3,ATR,ATR_last3,OE,OE_last3,DE,DE_last3
Florida,2003,south,2,NA,1,0,0,0,0,0,8.4,5.7,26.2,26,18.2,17,19.069,17.926,0.314,0.273,8.9,8,0.687,0.69,21.2,20,16.1,15,16.5,16.3,11.2,-2.3,1.251,1.216,1.127,1.041,0.961,1.076
Xavier,2003,south,3,NA,1,0,0,0,0,0,6.4,9,26.8,23,24.5,30.3,25.576,30.73,0.391,0.319,12.7,10,0.686,0.661,23.8,24,16.4,18.3,15.8,15,12.3,10,1.258,1.279,1.099,1.076,0.927,0.936
Stanford,2003,south,4,NA,1,0,0,0,0,0,6.7,6.7,25.5,26.3,21,19,20.104,17.173,0.385,0.435,12.4,16.7,0.703,0.688,23.7,25.7,14.4,14.7,18.5,19.7,5.3,1.3,1.016,1.023,1.026,0.998,0.95,0.979
Connecticut,2003,south,5,NA,1,1,0,0,0,0,6.1,5.3,29.5,27.3,22.1,21.7,19.747,17.54,0.417,0.406,13.4,13.7,0.678,0.59,26.2,24,15.6,12,18.4,20.7,8.6,2.7,1.006,0.692,1.061,0.985,0.946,0.949
Maryland,2003,south,6,NA,1,1,0,0,0,0,6.8,6,29.4,26.7,21.5,20.7,19.961,17.392,0.349,0.266,11.9,9.7,0.672,0.632,25,20,18.6,16.3,19,20.7,13.9,-3.7,1.33,1.289,1.062,0.948,0.879,0.996
Michigan St,2003,south,7,NA,1,1,1,0,0,0,4.9,4.7,23,19.3,22.1,21.7,24.453,25.775,0.336,0.213,9.4,5.3,0.751,0.766,22.8,24,13.6,11.7,20,24,6.3,8.3,0.963,0.854,1.011,0.928,0.917,0.799
LSU,2003,south,8,NA,0,0,0,0,0,0,6.6,6.7,26.1,25.7,19.5,20.3,19.019,17.25,0.323,0.221,9,6.3,0.705,0.731,22.9,25.3,16,14.3,15.7,13.7,10.3,6,1.184,0.935,1.093,0.984,0.939,0.9
Purdue,2003,south,9,NA,1,0,0,0,0,0,5.1,4.7,23.8,17.7,25.5,23.7,26.935,25.759,0.295,0.27,9.1,8,0.704,0.753,21.9,20.3,12.2,9,19.8,20,6.5,-4,0.9,0.574,1.01,0.852,0.918,0.911
Colorado,2003,south,10,NA,0,0,0,0,0,0,5,4,27.2,24.3,23.9,28.7,22.029,28.501,0.373,0.323,12.8,10.3,0.7,0.708,26.7,25,13.4,11,17.7,18.3,5.5,0.3,0.958,0.868,1.029,1.011,0.955,1.007
NC-Wilmgton,2003,south,11,NA,0,0,0,0,0,0,6.8,4.7,26,26.3,18.2,19.7,18.581,18.103,0.283,0.312,8.8,10,0.679,0.713,21.7,25.7,14.7,12,18.4,17,11.8,13.7,1.279,1,1.058,1.023,0.884,0.822
BYU,2003,south,12,NA,0,0,0,0,0,0,6.7,4.7,24,25.3,23.9,23,26.078,26.835,0.326,0.36,9.1,10.7,0.725,0.733,22.7,22,13.5,12,21.4,20.3,8.8,7,0.99,1.44,1.071,1.125,0.941,1.017
San Diego,2003,south,13,NA,0,0,0,0,0,0,6.9,8,25.2,23,26.3,25.7,23.295,23.944,0.33,0.31,9.9,9,0.721,0.681,24.4,25.7,16.4,14.3,20.1,19,3.1,5,0.918,0.878,1.004,1,0.963,0.93
Troy,2003,south,14,NA,0,0,0,0,0,0,9.5,6,28.2,25,19.5,26.7,18.071,27.574,0.371,0.357,13.4,10,0.657,0.721,22.8,20.7,15.1,10,16.6,14.7,8.8,12.3,1.141,1.154,1.068,1.15,0.949,0.957
Sam Hous St,2003,south,15,NA,0,0,0,0,0,0,6.5,4.3,24.3,25.3,23.5,24.7,23.536,24.235,0.32,0.425,9.7,15,0.68,0.693,24.5,23.3,15.5,18,19.6,16.3,6.5,8,0.998,1.2,1.011,1.058,0.92,0.94
NC-Asheville,2003,south,16,1,0,0,0,0,0,0,6.5,7,24.4,28.3,20.9,18.7,22.111,19.367,0.332,0.374,10.6,12.3,0.642,0.669,21.8,27.7,13,14,19.1,17.7,-7.2,5.7,0.813,0.875,0.986,1.054,1.086,0.977
Arizona,2003,west,1,NA,1,1,1,0,0,0,7,6,30.3,30.3,25,23.3,22.409,20.174,0.395,0.365,13.9,15.3,0.693,0.709,26.1,24.3,17.6,18.3,17.8,18.7,15,4.3,1.199,1.571,1.089,1.025,0.898,0.972
Kansas,2003,west,2,NA,1,1,1,1,1,0,4.7,3.7,29.5,22.3,23.4,13,21.161,15.302,0.374,0.394,12.2,8.7,0.72,0.636,24.6,16.3,16.4,8.7,16.1,11.7,15,5,1.145,0.765,1.113,1.537,0.908,1.437
Duke,2003,west,3,NA,1,1,0,0,0,0,7.3,7.3,27.5,29,27.9,19.3,26.186,19.942,0.366,0.337,12.2,10,0.672,0.643,21.7,18,13.9,15,21.3,19.7,11.7,5.3,0.995,1.25,1.091,1.153,0.935,1.075
Illinois,2003,west,4,NA,1,0,0,0,0,0,7.1,6.7,27.1,27.3,19.2,28.3,19.93,31.186,0.299,0.321,8.3,9,0.716,0.663,23.9,22.3,18.3,21.3,19.3,20.3,14.1,18,1.385,2,1.086,1.168,0.884,0.917
Notre Dame,2003,west,5,NA,1,1,0,0,0,0,8.3,10.3,27.2,28.3,22.8,23,23.413,23.49,0.306,0.337,10.1,10.3,0.683,0.611,24.9,22,16.9,19.7,16.2,15,8.9,-0.3,1.333,1.405,1.081,1.126,0.96,1.13
Creighton,2003,west,6,NA,0,0,0,0,0,0,8,5,28.7,25.3,20,18.7,19.696,20.399,0.33,0.388,9.8,12.7,0.699,0.7,21.9,25.7,16.7,14.7,17.3,16.7,14.9,8.7,1.266,1.1,1.125,1.056,0.913,0.923
Memphis,2003,west,7,NA,0,0,0,0,0,0,7,8.3,26.3,23,22.9,31.7,20.826,30.604,0.36,0.312,12.5,10,0.695,0.617,24.8,24.7,16.6,14.7,18.8,23.7,8.7,4.7,1.217,1.073,1.037,1.085,0.916,1.019
Cincinnati,2003,west,8,NA,0,0,0,0,0,0,6.7,7,22.9,23.3,21.5,21,22.296,23.004,0.325,0.258,10.8,8.3,0.701,0.684,22.1,22.3,12.3,14.7,18.9,18.3,5.8,2,1.17,1.158,1.01,1.002,0.923,0.973
Gonzaga,2003,west,9,NA,1,0,0,0,0,0,7.2,6,26.1,25,24.6,20.3,24.899,19.414,0.351,0.333,10.5,11.3,0.725,0.723,23.7,20,15.7,11.3,18.6,23,8.9,5,1.099,0.919,1.08,1.01,0.955,0.937
Arizona St,2003,west,10,NA,1,0,0,0,0,0,4,3.7,27.2,30.7,26.2,24,24.488,23.11,0.373,0.413,11.4,12.7,0.697,0.745,21.4,23.3,15.6,16.3,19.4,18.3,6.8,7.7,1.114,1.114,1.06,1.098,0.965,0.996
Central Mich,2003,west,11,NA,1,0,0,0,0,0,6.8,9.3,26.6,26,25.2,32.3,26.187,35.458,0.352,0.378,9.6,9.3,0.68,0.673,22,24.7,15.6,16.3,21,17,6.1,16,0.86,1.043,1.078,1.236,0.995,1.006
WI-Milwkee,2003,west,12,NA,0,0,0,0,0,0,7.8,6,27.3,24,21.5,24.3,20.33,26.868,0.316,0.33,9.8,10,0.687,0.725,21.4,22,17.1,10.7,20.1,17,7.2,5.7,1.161,0.727,1.059,1.046,0.961,0.964
W Kentucky,2003,west,13,NA,0,0,0,0,0,0,7.7,6,25.7,22.7,21.1,30.3,19.9,29.498,0.355,0.369,11.1,12.7,0.687,0.677,22.1,22.3,14.2,12.3,18.5,17.3,6.7,14,0.944,1.028,1.041,1.065,0.946,0.855
Colorado St,2003,west,14,NA,0,0,0,0,0,0,4.2,3.7,26.4,25.7,24.3,24.3,24.285,27.646,0.35,0.247,9.6,6,0.674,0.696,21.2,21.3,15.5,16.7,20.6,21.7,1.3,3.3,0.969,1.19,1.057,1.077,1.038,1.028
Utah State,2003,west,15,NA,0,0,0,0,0,0,4,5,23.7,25.3,20.2,19,23.339,22.624,0.385,0.376,11.2,10.7,0.731,0.667,21.1,21.3,13.9,14.7,16.1,16,5.9,5.3,1.149,1.419,1.059,1.148,0.965,1.059
Vermont,2003,west,16,NA,0,0,0,0,0,0,5.4,4.7,24.8,24.7,18.9,21.7,18.581,22.388,0.36,0.4,11.2,10,0.731,0.722,24.1,23.3,14.3,15,16.3,15,4.7,12,1.017,1.154,1.009,1.087,0.94,0.896
Duke,2004,Atlanta,1,NA,1,1,1,1,0,0,7.3,4.7,27.4,27,23.6,29.3,24.37,29.633,0.386,0.302,11.5,8.7,0.634,0.62,20.9,20.7,14.5,12.3,18.3,20,15.5,9.7,1.046,1.088,1.108,1.124,0.892,0.988
Miss State,2004,Atlanta,2,NA,1,0,0,0,0,0,6.5,11.3,27.4,29.3,24,22.7,21.942,19.274,0.398,0.404,13,14.7,0.691,0.645,23.9,26,13.7,15.7,16.2,18.7,10.8,3.7,0.899,0.855,1.062,1.054,0.913,1.009
Texas,2004,Atlanta,3,NA,1,1,0,0,0,0,7,5.3,27.9,20.3,22.6,21.7,21.698,20.011,0.423,0.29,15,10.3,0.705,0.726,23.5,23,14,13,19.4,22,11.7,-1,1.238,1.054,1.104,0.891,0.94,0.906
Cincinnati,2004,Atlanta,4,NA,1,0,0,0,0,0,7.2,6.7,27,23,23.4,15.7,22.275,14.922,0.355,0.325,11.8,8.7,0.709,0.775,22.9,26.3,16,13.7,19.4,19,14,9,1.329,1.171,1.098,1.022,0.898,0.873
Illinois,2004,Atlanta,5,NA,1,1,0,0,0,0,6.9,7.7,27,25.3,17.6,16,18.309,19.202,0.361,0.341,10.8,9.7,0.683,0.606,21.5,19,17,16.3,19,15.3,10.7,9,1.405,2.227,1.092,1.18,0.933,1.028
N Carolina,2004,Atlanta,6,NA,1,0,0,0,0,0,6.5,7,29.6,26,25.4,18,22.275,18.295,0.391,0.414,13.7,15.3,0.675,0.686,23,19.7,18.3,15.7,18.5,16.7,7.6,3.3,1.177,1.146,1.07,1.013,0.972,0.966
Xavier,2004,Atlanta,7,NA,1,1,1,0,0,0,7.6,6,24.5,25.3,20.2,20,20.421,22.699,0.33,0.253,10.5,6.3,0.708,0.792,22.5,31.7,13.5,14.7,16.6,13.3,8.1,17.3,1.088,1.158,1.048,1.084,0.928,0.822
Seton Hall,2004,Atlanta,8,NA,1,0,0,0,0,0,6,3,26.1,23.3,19.7,20,20.403,21.475,0.327,0.379,9.9,13,0.69,0.632,23.6,18.3,13.2,13.3,18.1,18,7.8,-7,1.016,1.081,1.045,0.942,0.932,1.044
Arizona,2004,Atlanta,9,NA,0,0,0,0,0,0,7.4,5.3,31.5,30.7,21.8,27.7,22.052,28.025,0.377,0.242,12.1,8,0.673,0.645,23.8,26.7,18.9,18.7,16.1,17,9.1,7.7,1.277,1.333,1.128,1.081,1.011,0.989
Louisville,2004,Atlanta,10,NA,0,0,0,0,0,0,8,7,24.6,21.7,21.7,22,22.464,25.93,0.313,0.312,10.5,8.3,0.704,0.639,25,17.7,15.2,10.7,20.4,21.7,12.4,1.3,1.105,0.78,1.016,1.012,0.844,0.992
Air Force,2004,Atlanta,11,NA,0,0,0,0,0,0,8.5,7.7,20.3,18.7,15.7,13.7,20.541,15.692,0.24,0.2,5.6,5,0.644,0.661,14.6,13,13.2,10.7,16.6,16,9.8,1.7,1.32,1.067,1.109,0.972,0.93,0.942
Murray St,2004,Atlanta,12,NA,0,0,0,0,0,0,6.5,8.3,29.5,31.3,21.4,17,21.027,18.579,0.353,0.371,11,8.7,0.732,0.724,24.4,25.3,18.8,20.7,18.1,18,11.4,15,1.375,1.59,1.113,1.2,0.956,0.986
E Tenn St,2004,Atlanta,13,NA,0,0,0,0,0,0,6,7.3,28.3,32.7,22.6,22.7,19.634,21.004,0.308,0.257,10.1,8.7,0.674,0.642,24.2,25.7,15.4,18,16.9,15.7,7.7,12.7,0.957,1.543,1.002,1.126,0.903,0.966
Princeton,2004,Atlanta,14,NA,0,0,0,0,0,0,6,5,22.3,22.3,16.5,22.7,19.467,26.142,0.292,0.299,7,7.7,0.736,0.722,20.5,21.7,13.1,10.3,18,20,5.7,6.7,1.018,0.756,1.034,1.025,0.94,0.923
Monmouth,2004,Atlanta,15,NA,0,0,0,0,0,0,7.1,5.3,22.9,20,21.2,25.3,22.55,30.125,0.251,0.281,7.9,9,0.688,0.736,21.9,27,13.8,11.7,17.5,16.7,1.9,13.7,1.042,1.061,0.981,1.02,0.954,0.803
Alabama St,2004,Atlanta,16,NA,0,0,0,0,0,0,6,4.7,20.6,19,21.9,25,21.675,27.392,0.359,0.357,10.2,10,0.687,0.727,21.2,21.3,10.3,10.7,18.7,18,0.8,3,0.643,0.533,0.931,0.889,0.919,0.846
St Josephs,2004,East Rutherford,1,NA,1,1,1,0,0,0,9.8,9.3,27.2,23.7,19.5,18.7,19.72,16.808,0.28,0.274,8.4,10.7,0.643,0.656,21.5,21,16.5,12,17,19.3,16.3,4.7,1.433,1.091,1.121,0.962,0.887,0.896
Oklahoma St,2004,East Rutherford,2,NA,1,1,1,1,0,0,4.9,6.3,29.1,28.7,22.3,21.3,22.284,22.294,0.366,0.342,10.4,8.3,0.685,0.663,21.8,21,16.2,13.7,19.4,15.7,14.2,14,1.213,1.171,1.129,1.191,0.924,0.978
Pittsburgh,2004,East Rutherford,3,NA,1,1,0,0,0,0,4.2,2.3,25.7,23.7,20.3,24.3,20.959,23.096,0.397,0.329,11.2,9,0.664,0.573,21.8,19.7,15.1,13.7,14.5,15,12.8,6.3,1.249,1.281,1.089,0.996,0.887,0.898
Wake Forest,2004,East Rutherford,4,NA,1,1,0,0,0,0,7.4,9.3,27.6,27,25.6,24.3,25.129,22.401,0.378,0.34,12.1,12,0.672,0.685,21.5,21,15.3,16.3,19.9,19.3,8.2,-4.7,1.065,1.324,1.152,1.111,1.04,1.176
Florida,2004,East Rutherford,5,NA,0,0,0,0,0,0,8.1,9.7,27,25.3,19.8,18,21.03,22.762,0.3,0.266,8.4,7,0.694,0.613,23.4,24.3,16.5,15,18.8,15.3,8.7,1.3,1.125,1.154,1.083,1.104,0.962,1.085
Wisconsin,2004,East Rutherford,6,NA,1,0,0,0,0,0,5.9,6.7,23.7,24.3,21.4,19,24.328,20.997,0.336,0.301,9.9,8.3,0.721,0.702,20.3,19.7,13.6,11.3,15.2,11.3,11.8,11.3,1.392,1.545,1.092,1.127,0.904,0.939
Memphis,2004,East Rutherford,7,NA,1,0,0,0,0,0,8.4,10.7,23.8,24.7,22.2,22.3,22.143,20.867,0.354,0.384,11.6,11,0.715,0.58,22.5,17,13.9,14,17.2,20,7.6,4,1.131,1,1.091,1.082,0.978,1.024
Texas Tech,2004,East Rutherford,8,NA,1,0,0,0,0,0,3.7,5.7,27.1,29.3,21,15.3,21.841,16.648,0.313,0.294,9.6,8.3,0.65,0.714,20.5,18.3,14.8,13.7,16.6,11.7,7,6.3,1.189,1.323,1.036,1.084,0.938,0.994
Charlotte,2004,East Rutherford,9,NA,0,0,0,0,0,0,7.8,8,27.1,27,26.8,21,23.044,17,0.376,0.442,13,16.7,0.697,0.688,24.6,25,16.2,16.3,18.8,15.3,7.9,11,1.073,1.114,1.058,1.025,0.953,0.873
S Carolina,2004,East Rutherford,10,NA,0,0,0,0,0,0,6.8,9,25.2,25.7,20.4,26.7,19.661,29.793,0.334,0.417,11.1,11.7,0.655,0.644,21.7,19.3,14.8,14,18,19,8.2,5.3,1.132,1.2,1.013,1.228,0.897,1.145
Richmond,2004,East Rutherford,11,NA,0,0,0,0,0,0,5.7,6.7,22.2,22,19.8,15,21.976,19.847,0.33,0.365,10.9,11.7,0.668,0.683,22.1,23,12.2,12.3,18.7,16.3,5.5,11,0.951,1.321,0.987,1.06,0.902,0.873
Manhattan,2004,East Rutherford,12,NA,1,0,0,0,0,0,5.8,7,24.4,26.3,26.1,28.3,28.303,27.836,0.334,0.398,10.2,11,0.676,0.688,20.6,22,10.8,10,20.4,21.3,10.9,12.3,0.851,0.882,1.061,1.137,0.906,0.96
VCU,2004,East Rutherford,13,NA,0,0,0,0,0,0,6.6,7,26.1,25.3,20,19.3,17.333,17.009,0.349,0.394,10.7,12.3,0.711,0.667,23.7,23.3,13,13,17.5,15,7.2,8.3,0.804,0.886,1.014,1.062,0.911,0.933
Central FL,2004,East Rutherford,14,NA,0,0,0,0,0,0,7.4,7.7,25.5,22,16.7,17.7,17.688,20.174,0.372,0.352,11.1,10.3,0.702,0.7,21.9,23.3,16.7,14.7,18.2,16.3,8.3,5,1.112,0.917,1.036,0.983,0.914,0.908
E Washingtn,2004,East Rutherford,15,NA,0,0,0,0,0,0,6.2,7,24.8,27.3,20.7,21,21.108,22.737,0.275,0.369,7.6,12.7,0.69,0.817,19.7,22.3,15.7,15,20.3,19.7,1.9,10,1.04,1.286,1.018,1.104,0.99,0.962
Liberty,2004,East Rutherford,16,NA,0,0,0,0,0,0,5.8,6,23.7,17.7,18.5,10.3,18.384,18.01,0.351,0.397,11.2,9,0.672,0.672,21.5,15,13.3,10,18.8,13.3,1.7,22,0.918,1.2,1.005,1.707,0.979,1.232
Stanford,2004,Phoenix,1,NA,1,0,0,0,0,0,5.2,4.3,26.5,28.3,20.8,15,22.882,15.58,0.364,0.274,10,6.7,0.731,0.778,24.1,28,16.3,14.3,17.3,18.7,13.2,13,1.175,1.194,1.08,1.047,0.887,0.857
Connecticut,2004,Phoenix,2,NA,1,1,1,1,1,1,6.4,6,30.1,25.3,20.2,18.3,17.18,19.76,0.411,0.425,13.4,15,0.705,0.774,27.2,27.3,18.3,12.3,16.1,15,15.2,9.3,1.337,0.949,1.091,1.017,0.882,0.882
NC State,2004,Phoenix,3,NA,1,0,0,0,0,0,8.3,11.3,24.7,26,19.7,21,22.937,25.926,0.302,0.313,8.8,8.7,0.683,0.662,21.8,17.7,14.9,13.7,18.5,20,8.1,5,1.111,1.079,1.072,1.225,0.953,1.149
Maryland,2004,Phoenix,4,NA,1,0,0,0,0,0,5.1,6,28,27,25.1,29.3,20.411,28.434,0.378,0.378,14.1,14,0.678,0.697,23.9,25.3,14,12.3,19.4,19,5.5,4.3,0.931,1,1.007,1.11,0.935,1.05
Syracuse,2004,Phoenix,5,NA,1,1,0,0,0,0,4.3,4.7,27.7,23.3,20.8,15,18.971,17.988,0.383,0.448,12.2,13,0.634,0.625,22.4,20,15.4,14,17.6,15.3,6.1,7,1.232,1.312,1.044,1.046,0.957,0.927
Vanderbilt,2004,Phoenix,6,NA,1,1,0,0,0,0,7.8,8.7,25.7,25,20.4,19.3,20.802,18.286,0.313,0.357,9.9,13.7,0.712,0.69,22.5,20,16.8,16,17.8,17,9.1,0.7,1.261,1.714,1.054,1.053,0.924,1.043
DePaul,2004,Phoenix,7,NA,1,0,0,0,0,0,5.1,4,25.6,26,20.6,19.3,21.837,23.661,0.379,0.369,11.3,10.3,0.687,0.716,22.1,22.7,13.7,10.7,17.4,16.3,3.2,6.7,1.07,0.97,1.067,1.101,1.019,0.998
Alabama,2004,Phoenix,8,NA,1,1,1,0,0,0,7.1,8.7,24.9,27,21.9,22.7,22.343,23.204,0.32,0.323,9.7,10.3,0.694,0.611,22.1,23,11.8,12.7,18.3,18,4.8,10.7,0.966,1.267,1.056,1.105,0.987,0.956
S Illinois,2004,Phoenix,9,NA,0,0,0,0,0,0,6,6.3,26.3,25,18.4,24,18.721,23.627,0.344,0.364,11.3,14.3,0.682,0.677,20.5,22.3,14.1,11,19.4,24.3,8.4,1.3,1.192,0.971,1.052,1.035,0.928,1.016
Dayton,2004,Phoenix,10,NA,0,0,0,0,0,0,6.4,5.3,23.5,21,21.7,20,22.498,18.823,0.371,0.344,11.2,11,0.722,0.71,24.6,25.3,14.9,12,17.1,17,3.9,2,1.146,0.947,1.052,0.974,0.992,0.941
W Michigan,2004,Phoenix,11,NA,0,0,0,0,0,0,7.2,6.7,27.4,27.7,23.8,29.3,24.198,33.486,0.385,0.471,12.3,16.3,0.705,0.744,21.4,20.3,15.5,10.3,19.4,16.3,13.3,18.3,1.169,0.838,1.116,1.177,0.929,0.928
BYU,2004,Phoenix,12,NA,0,0,0,0,0,0,5.4,4.7,25.2,25.3,22.6,23.3,24.514,26.381,0.316,0.277,8.6,7.7,0.745,0.779,22,22.3,14.7,13.3,19.1,20,6.8,1,1.1,1.176,1.076,1.09,0.974,1.075
TX El Paso,2004,Phoenix,13,NA,0,0,0,0,0,0,5.1,5.7,25.7,23,24.3,24,26.152,24.814,0.3,0.276,8.9,9,0.671,0.719,22.3,27.3,16.3,17.3,17.1,20,8.2,4.3,1.503,1.677,1.086,0.988,0.968,0.926
LA Lafayette,2004,Phoenix,14,NA,0,0,0,0,0,0,8.2,8,27.2,26,19.8,23,19.099,21.401,0.337,0.33,10.5,10.3,0.613,0.61,20.5,20.3,16.2,14.7,18.6,17.3,6.4,13,1.167,1.333,1.067,1.154,0.978,0.95
Vermont,2004,Phoenix,15,NA,0,0,0,0,0,0,6.4,5.3,23.8,20.7,18.2,21,18.528,26.42,0.31,0.286,10.1,9.3,0.736,0.729,23.8,23.3,14.6,12,15.3,15.3,4.3,13.3,1.168,1.091,0.998,0.989,0.933,0.782
TX-San Ant,2004,Phoenix,16,NA,0,0,0,0,0,0,7,6.7,24.3,26,24,29,22.777,28.826,0.328,0.295,10.8,9.3,0.672,0.703,23.5,23.7,12.6,11,19.8,20.7,-0.2,3.7,0.745,0.868,0.981,1.094,0.984,1.043
Kentucky,2004,St. Louis,1,NA,1,0,0,0,0,0,6.2,8,26.6,28.7,19.2,16,18.989,16.361,0.348,0.396,10.3,12.7,0.711,0.719,22.8,21.3,15.4,17.7,18.4,18,10.1,14.7,1.054,1.472,1.041,1.135,0.896,0.917
Gonzaga,2004,St. Louis,2,NA,1,0,0,0,0,0,6.6,4.7,29,26.3,23.6,24.3,25.012,28.225,0.375,0.381,10.3,12.3,0.72,0.696,26.2,23.7,18.2,16,15.9,13,16.4,10,1.361,1.5,1.162,1.165,0.93,1.011
GA Tech,2004,St. Louis,3,NA,1,1,1,1,1,0,7.2,6.3,27.4,24.3,23,23.7,21.287,24.449,0.311,0.323,9.7,10,0.658,0.614,24.1,23.3,15.8,14.7,21.2,23.3,10.8,-3.3,1.026,0.917,1.043,1.02,0.899,1.067
Kansas,2004,St. Louis,4,NA,1,1,1,0,0,0,5.8,6.3,26.9,28.7,21.6,22.3,21.181,22.349,0.339,0.325,10.9,9,0.685,0.656,25.1,28,17.2,14.3,20.5,21,6.7,7.7,1.204,0.977,1.04,1.132,0.947,1.022
Providence,2004,St. Louis,5,NA,0,0,0,0,0,0,7.9,4.3,24.8,19.3,19.5,24.3,20.663,26.775,0.353,0.343,10.4,11.3,0.645,0.629,20.2,13,15.8,10,16.1,23.7,7.2,-13,1.119,0.732,1.055,0.932,0.949,1.133
Boston Col,2004,St. Louis,6,NA,1,0,0,0,0,0,3.8,1.7,24.2,19.7,24.3,24,24.637,29.938,0.376,0.444,11.1,13.3,0.653,0.674,21.9,20,15.9,8.3,15.9,14.7,5,1.7,1.206,0.714,1.027,0.969,0.952,0.942
Michigan St,2004,St. Louis,7,NA,0,0,0,0,0,0,6.4,7,25,25.3,19.6,11.7,22.867,13.623,0.308,0.216,7.8,5.3,0.692,0.767,19.7,22,14.8,14.7,20.8,20.7,4.1,2.3,1.046,1.419,1.084,1.079,1.022,1.041
Washington,2004,St. Louis,8,NA,0,0,0,0,0,0,6.5,7.3,28.5,29,25.1,24.7,23.325,21.487,0.332,0.287,10.9,9.7,0.657,0.714,21.2,20,16.1,15.3,21.2,19.3,3.2,0.7,1.076,1,1.059,1.041,1.018,1.032
UAB,2004,St. Louis,9,NA,1,1,0,0,0,0,6.5,9.3,27.6,28.7,19.9,17.3,17.497,17.299,0.305,0.3,10.6,10,0.647,0.652,21.3,20,17.4,17.7,20.9,21,7.6,11.7,1.298,1.71,1.006,1.083,0.904,0.924
Nevada,2004,St. Louis,10,NA,1,1,0,0,0,0,4.9,3,26.7,23.7,24.1,25.7,24.534,27.922,0.369,0.349,11.9,12.3,0.727,0.781,23.9,27.3,14.4,11.3,18.3,17.3,9.7,9.7,1.101,1.214,1.069,1.019,0.932,0.877
Utah,2004,St. Louis,11,NA,0,0,0,0,0,0,6,8,23.3,24,17.2,14,20.071,18.076,0.361,0.337,9.3,10.7,0.745,0.776,22.5,22,12.8,15.3,17.5,13,7.3,4,1.031,1.353,1.06,1.074,0.941,1.01
Pacific,2004,St. Louis,12,NA,1,0,0,0,0,0,5.9,6,23.2,25.7,22.9,25.7,25.335,30.211,0.293,0.282,7.9,6.7,0.686,0.707,22.4,23.3,14.3,14.7,16.9,19,5.4,14.3,1.026,0.957,1.039,1.14,0.958,0.931
IL-Chicago,2004,St. Louis,13,NA,0,0,0,0,0,0,5,5.7,25.5,21,22.1,24.7,20.778,26.639,0.373,0.291,11.3,8.3,0.694,0.766,20.5,24,14.8,10.7,17.6,17.7,7.5,7.3,1.177,0.97,1.037,1.013,0.926,0.898
N Iowa,2004,St. Louis,14,NA,0,0,0,0,0,0,7.1,5,23.3,22.3,21.1,28,22.748,29.086,0.249,0.207,7.4,6.3,0.733,0.723,23.9,22.7,13,9,17,17.7,4,8.7,1.068,0.75,1.019,1.001,0.961,0.877
Valparaiso,2004,St. Louis,15,NA,0,0,0,0,0,0,5.3,6.7,24.8,26.3,24.6,28,23.858,27.46,0.325,0.286,10.2,8.7,0.697,0.743,24.6,27,15.4,16.7,22.6,21.7,0.8,8.7,0.963,1.19,0.986,1.089,0.975,0.97
Florida A&M,2004,St. Louis,16,1,0,0,0,0,0,0,8.5,9,23.1,19,24.5,23,23.24,26.575,0.291,0.282,9,8,0.661,0.699,19.9,21.7,12.7,8.7,22,20.7,-1.9,6.7,0.757,0.553,0.957,0.96,0.982,0.861
Washington,2005,Albuquerque,1,NA,1,1,0,0,0,0,7.5,6.7,31.5,28,21.5,22.3,20.658,24.589,0.409,0.44,13.3,16,0.661,0.699,20.8,21.7,19.4,14.3,20.7,19.3,12.8,5.7,1.333,0.977,1.132,1.102,0.963,1.025
Wake Forest,2005,Albuquerque,2,NA,1,0,0,0,0,0,7.5,7.7,29.2,23.7,27.4,26.7,25.455,26.895,0.399,0.371,12.7,11,0.696,0.704,24.1,19,15.9,11.7,19.3,21.7,11.3,-2.3,1.098,0.897,1.149,1.106,0.995,1.142
Gonzaga,2005,Albuquerque,3,NA,1,0,0,0,0,0,5,5.3,27.6,31.3,26.1,24.3,27.918,24.016,0.384,0.311,10.8,9.3,0.717,0.75,24.8,28,15.8,18.3,17.4,16.3,9.9,18.7,1.189,1.528,1.142,1.165,1,0.911
Louisville,2005,Albuquerque,4,NA,1,1,1,1,0,0,9.6,11,26.5,25.7,24.5,22.7,24.817,22.2,0.361,0.443,11.5,13,0.701,0.689,25.4,24.3,15.9,18,18.6,17.7,17.9,10.7,1.113,1.059,1.123,1.105,0.873,0.954
GA Tech,2005,Albuquerque,5,NA,1,0,0,0,0,0,6,5.3,26.9,26,22.2,21.3,20.608,19.994,0.335,0.467,10.9,14.3,0.693,0.661,24.7,24,15.2,12,19.9,20.7,8.7,10,0.993,0.692,1.018,1,0.899,0.86
Texas Tech,2005,Albuquerque,6,NA,1,1,0,0,0,0,4.6,3.3,28.4,21,21.6,23.7,22.511,25.02,0.308,0.232,9.5,7.3,0.663,0.598,21.7,22.3,17,11.3,16.9,15,8.4,-2,1.337,0.944,1.063,0.917,0.949,0.947
